NO,DATE,TIME,STATION,pH,DO,COND,TURB,TEMP,SAL,TDS,SWSG,NH4,BOD,TSS,DBT,CSQ,COD,NO3,MEM,PWR
23,1/6/2022,8:28,OL44,6.64,0.05,91.6,15.3,29.5,4,796.9,0,0.04,3.34,2.72,0,16,13.84,6.43,1037,13.7
24,1/6/2022,9:16,OL44,6.66,0.14,98.6,15.9,29.5,4,857.8,0,0.04,3.25,3.38,0,15,13.46,726,1037,13.7
25,1/6/2022,10:04,OL44,6.61,0.02,0.1,14.4,29.5,5,0.9,0,0.04,3.22,2.52,0,16,13.34,77.1,1038,13.7
26,1/6/2022,10:52,OL44,6.62,0.1,89.8,15.4,29.5,4,781.3,0,0.04,3.27,4.93,0,18,13.55,45.8,1038,13.7
27,1/6/2022,11:40,OL44,6.62,0.15,80.6,12.7,29.5,4,701.2,0,0.04,3.1,3.08,0,18,12.84,32.6,1038,13.7
28,1/6/2022,12:28,OL44,6.63,0.38,77.7,14.1,29.6,3,676,0,0.04,3.05,2.39,0,16,12.63,95.5,1039,13.7
29,1/6/2022,13:16,OL44,6.69,0.65,77.8,16.9,29.6,3,676.9,0,0.04,3.13,3.8,0,16,12.96,70.5,1039,13.7
30,1/6/2022,14:04,OL44,6.63,0.25,79,11.6,29.6,3,687.3,0,0.04,3.07,2.11,0,17,12.74,23.7,1039,13.7
31,1/6/2022,15:00,OL44,6.67,0.96,86.9,14.1,29.4,4,756,0,0.04,3.25,3.29,0,17,13.47,44.2,1040,13.7
32,1/6/2022,16:00,OL44,6.67,0.28,92.8,13.2,29.4,4,807.4,0,0.03,3.51,4.48,0,16,14.53,3.32,1040,13.7
33,1/6/2022,17:00,OL44,6.66,0.25,93.6,14.2,29.4,4,814.3,0,0.03,3.77,5.45,0,16,15.63,3.48,1040,13.7
34,1/6/2022,18:00,OL44,6.68,0.15,89.8,15.2,29.3,4,781.3,0,0.03,4.01,8.04,0,18,16.62,22.7,1041,13.65
35,1/6/2022,19:00,OL44,6.67,0.65,78.6,15.8,29.3,3,683.8,0,0.03,4.33,10.93,0,18,17.9,12.57,1041,13.65
36,1/6/2022,20:00,OL44,6.67,0.45,74.1,19,29.3,3,644.7,0,0.03,4.47,11.61,0,18,18.49,274,1041,13.6
37,1/6/2022,21:00,OL44,6.68,0.52,72.2,16.3,29.3,3,628.1,0,0.03,4.34,12.05,0,18,17.92,6.47,1042,13.6
38,1/6/2022,22:00,OL44,6.68,0.31,66.3,20.4,29.3,3,576.8,0,0.04,4.42,11.19,0,18,18.26,15.05,1042,13.55
39,1/6/2022,23:00,OL44,6.68,0.19,60.1,19.1,29.3,2,522.9,0,0.04,4.23,9.14,0,18,17.55,21.7,1042,13.55
40,1/7/2022,0:00,OL44,6.7,0.14,56.3,16.9,29.3,2,489.8,0,0.04,4.04,5.76,0,18,16.74,15.18,1043,13.5
41,1/7/2022,1:00,OL44,6.71,0.17,51.6,16.6,29.3,2,448.9,0,0.04,3.93,4.85,0,18,16.28,18.99,1043,13.5
42,1/7/2022,2:00,OL44,6.72,0.12,48.7,16.1,29.3,2,423.7,0,0.04,3.82,4.69,0,18,15.84,7.96,1043,13.5
43,1/7/2022,3:00,OL44,6.71,0.06,55,16.5,29.2,2,478.5,0,0.04,3.85,4.78,0,18,15.95,3.63,1044,13.45
44,1/7/2022,4:00,OL44,6.69,0.06,96.1,16.6,29.2,4,836.1,0,0.05,3.84,3.35,0,18,15.92,10.56,1044,13.39
45,1/7/2022,5:00,OL44,6.68,0.24,96.3,22.6,28.9,4,837.8,0,0.05,4.04,13.07,0,18,16.75,288,1044,13.39
46,1/7/2022,6:00,OL44,6.69,0.56,84.3,29.2,28.7,4,733.4,0,0.04,4.49,23.08,0,18,18.55,55.7,1045,13.39
47,1/7/2022,7:00,OL44,6.72,1.14,47.7,33.4,28.5,2,415,0,0.03,4.71,29.4,0,18,19.51,16.09,1045,13.7
48,1/7/2022,8:00,OL44,6.79,1.48,32.1,26.5,28.8,1,279.3,0,0.03,3.93,18.02,0,17,16.27,29.5,1045,13.7
49,1/7/2022,9:00,OL44,6.79,1.76,21.6,23.3,29.2,1,187.9,0,0.02,3.84,14.02,0,16,15.9,4.42,1046,13.7
50,1/7/2022,10:00,OL44,6.79,1.9,20,18.8,29.6,1,174,0,0.02,3.82,8.96,0,17,15.81,4.5,1046,13.7
51,1/7/2022,11:00,OL44,6.78,1.86,19.4,18.2,30,0,168.8,0,0.02,3.97,6.5,0,16,16.46,4.25,1046,13.7
52,1/7/2022,12:00,OL44,6.77,1.61,19.4,16.3,30.4,0,168.8,0,0.02,3.88,14.77,0,18,16.08,4.04,1047,13.7
53,1/7/2022,13:00,OL44,6.75,0.6,19.6,16.2,30.6,0,170.5,0,0.02,4.3,5.61,0,16,17.79,3.82,1047,13.7
54,1/7/2022,14:00,OL44,6.73,0.91,20,15.9,30.8,1,174,0,0.02,4.32,5.46,0,16,17.86,3.86,1047,13.7
55,1/7/2022,15:00,OL44,6.73,1.57,20.3,19,30.7,1,176.6,0,0.02,4.3,5.92,0,16,17.79,3.74,1048,13.7
56,1/7/2022,16:00,OL44,6.7,1.01,21.5,20,30.4,1,187.1,0,0.02,4.32,7.55,0,16,17.89,3.25,1048,13.7
57,1/7/2022,17:00,OL44,6.65,0.72,22.9,19.5,30.5,1,199.2,0,0.02,4.44,8.75,0,15,18.35,3.69,1048,13.7
58,1/7/2022,18:00,OL44,6.63,0.41,24.6,19.1,30.4,1,214,0,0.02,4.31,7.18,0,17,17.82,3.31,1049,13.7
59,1/7/2022,19:00,OL44,6.62,0.23,25.9,32.2,30.2,1,225.3,0,0.02,5.5,34.24,0,18,22.83,3.64,1049,13.65
60,1/7/2022,20:00,OL44,6.61,0.02,26,26.5,30.1,1,226.2,0,0.02,4.48,16.39,0,18,18.52,3.39,1049,13.65
61,1/7/2022,21:00,OL44,6.61,0,25.8,24.4,29.9,1,224.5,0,0.02,4.17,11.22,0,17,17.29,3.97,1050,13.6
62,1/7/2022,22:00,OL44,6.61,0.08,25.6,25.3,29.8,1,222.7,0,0.02,3.94,8.1,0,18,16.33,3.77,1050,13.55
63,1/7/2022,23:00,OL44,6.61,0.05,25.1,26.3,29.6,1,218.4,0,0.02,3.84,9.09,0,18,15.93,31.5,1050,13.55
64,1/8/2022,0:00,OL44,6.62,0,24.4,27.3,29.5,1,212.3,0,0.02,3.63,6.04,0,19,15.05,1.33,1051,13.55
65,1/8/2022,1:00,OL44,6.64,0,23.6,25.6,29.3,1,205.3,0,0.02,3.47,5.8,0,19,14.4,14.88,1051,13.5
66,1/8/2022,2:00,OL44,6.67,0,23,26.9,29.2,1,200.1,0,0.02,3.42,6.16,0,18,14.18,5.18,1051,13.5
67,1/8/2022,3:00,OL44,6.68,0,22.3,28.2,29.1,1,194,0,0.03,3.48,6.01,0,18,14.44,23.6,1052,13.45
68,1/8/2022,4:00,OL44,6.7,0,21.9,29.5,28.9,1,190.5,0,0.03,3.8,5.91,0,18,15.76,3.74,1052,13.45
69,1/8/2022,5:00,OL44,6.71,0,21.6,31.6,28.8,1,187.9,0,0.03,3.87,8.48,0,18,16.02,21.4,1052,13.39
70,1/8/2022,6:00,OL44,6.73,0,21.2,31.2,28.7,1,184.4,0,0.03,3.71,8.27,0,18,15.38,12.76,1053,13.39
71,1/8/2022,7:00,OL44,6.72,0,21,31.4,28.7,1,182.7,0,0.03,3.62,7.49,0,16,15.02,4.38,1053,13.7
72,1/8/2022,8:00,OL44,6.78,0,20.8,30.5,29,1,181,0,0.03,3.44,5.44,0,17,14.27,116.4,1053,13.7
73,1/8/2022,9:00,OL44,6.79,0,20.6,29.6,29.3,1,179.2,0,0.03,3.42,4.15,0,17,14.18,10.97,1054,13.7
74,1/8/2022,10:00,OL44,6.81,0,20.2,29.8,29.6,1,175.7,0,0.03,3.48,6.98,0,17,14.41,4.42,1054,13.7
75,1/8/2022,11:00,OL44,6.79,0,20.6,29.8,29.8,1,179.2,0,0.03,3.43,6.11,0,18,14.21,3.59,1054,13.7
76,1/8/2022,12:00,OL44,6.79,0,20.1,29.8,29.9,1,174.9,0,0.03,3.38,6.88,0,16,14.03,3.3,1055,13.7
77,1/8/2022,13:00,OL44,6.78,0,19.7,30.3,30,0,171.4,0,0.02,3.17,4.12,0,16,13.12,3.36,1055,13.7
78,1/8/2022,14:00,OL44,6.76,0,20.1,30.2,30,1,174.9,0,0.02,3.09,4.97,0,17,12.8,3.53,1055,13.7
79,1/8/2022,15:00,OL44,6.72,0,21.1,30,30.1,1,183.6,0,0.02,3.17,3.9,0,17,13.14,3.11,1056,13.7
80,1/8/2022,16:00,OL44,6.69,0,21.4,31.5,30,1,186.2,0,0.02,3.15,2.74,0,17,13.07,3.52,1056,13.7
81,1/8/2022,17:00,OL44,6.67,0,21.9,31.5,29.9,1,190.5,0,0.02,3.51,3.22,0,18,14.53,2.54,1056,13.7
82,1/8/2022,18:00,OL44,6.66,0,22.3,33.5,29.8,1,194,0,0.02,3.9,8.4,0,18,16.16,2.41,1057,13.7
83,1/8/2022,19:00,OL44,6.65,0,22.6,34.6,29.7,1,196.6,0,0.02,4.01,6.85,0,17,16.6,2.15,1057,13.65
84,1/8/2022,20:00,OL44,6.64,0,22.9,36,29.6,1,199.2,0,0.02,4.5,8.86,0,18,18.6,2.74,1057,13.65
85,1/8/2022,21:00,OL44,6.66,0,22.7,36.2,29.6,1,197.5,0,0.02,4.7,9.09,0,18,19.46,3.84,1058,13.6
86,1/8/2022,22:00,OL44,6.66,0,22.5,37.4,29.5,1,195.8,0,0.02,4.62,8.16,0,18,19.09,3.5,1058,13.55
87,1/8/2022,23:00,OL44,6.65,0,22.4,37.3,29.5,1,194.9,0,0.02,4.52,7.72,0,17,18.68,11.42,1058,13.55
88,1/9/2022,0:00,OL44,6.65,0,22.2,37.3,29.4,1,193.1,0,0.02,4.16,5.71,0,18,17.25,7.8,1059,13.55
89,1/9/2022,1:00,OL44,6.65,0,22,39.3,29.3,1,191.4,0,0.02,3.97,4.25,0,19,16.45,7.25,1059,13.5
90,1/9/2022,2:00,OL44,6.66,0,21.7,38.8,29.3,1,188.8,0,0.02,3.69,3.52,0,18,15.28,21.8,1059,13.5
91,1/9/2022,3:00,OL44,6.66,0,21.5,38.3,29.2,1,187.1,0,0.02,3.42,0.93,0,18,14.16,9.93,1060,13.45
92,1/9/2022,4:00,OL44,6.67,0,21.3,36.5,29.2,1,185.3,0,0.02,3.31,2.36,0,19,13.73,45.3,1060,13.45
93,1/9/2022,5:00,OL44,6.67,0,21.3,36.9,29.2,1,185.3,0,0.03,3.29,1.98,0,18,13.62,24.5,1060,13.39
94,1/9/2022,6:00,OL44,6.69,0,21.5,37.3,29.1,1,187.1,0,0.03,3.51,3.18,0,18,14.54,21.5,1061,13.39
95,1/9/2022,7:00,OL44,6.72,0,21.6,36.1,29,1,187.9,0,0.03,3.53,3.67,0,18,14.61,12.21,1061,13.7
96,1/9/2022,8:00,OL44,6.75,0,22,39,28.8,1,191.4,0,0.04,3.75,8.8,0,17,15.54,12.27,1061,13.7
97,1/9/2022,9:00,OL44,6.78,0,22.1,38.7,28.7,1,192.3,0,0.04,3.79,9.8,0,17,15.7,14.07,1062,13.7
98,1/9/2022,10:00,OL44,6.77,0,22.3,39.3,28.9,1,194,0,0.03,4.22,8.79,0,18,17.48,2.89,1062,13.7
99,1/9/2022,11:00,OL44,6.68,0,22.1,40.9,29.1,1,192.3,0,0.02,5.52,10.66,0,18,22.95,2.43,1062,13.7
100,1/9/2022,12:00,OL44,6.62,0,21.6,41.6,29.4,1,187.9,0,0.02,5.37,5.56,0,17,22.32,20.9,1063,13.7
101,1/9/2022,13:00,OL44,6.6,0,20.7,42.2,29.6,1,180.1,0,0.02,5.11,6.55,0,17,21.19,3.6,1063,13.7
102,1/9/2022,14:00,OL44,6.61,0,19.7,38.3,29.7,0,171.4,0,0.01,4.38,5.64,0,17,18.08,3.79,1063,13.7
103,1/9/2022,15:00,OL44,6.61,0,19.4,39.1,29.8,0,168.8,0,0.01,4.03,6.38,0,17,16.68,3.3,1064,13.7
104,1/9/2022,16:00,OL44,6.6,0.08,19.6,40,29.9,0,170.5,0,0.01,3.83,3.56,0,17,15.87,3.88,1064,13.7
105,1/9/2022,17:00,OL44,6.6,0,19.8,41.5,29.8,0,172.3,0,0.01,4.25,8.33,0,17,17.63,3.38,1064,13.7
106,1/9/2022,18:00,OL44,6.86,1.3,21.2,22.5,29.5,1,184.4,0,0.02,5,19.15,0,18,20.74,5.79,1065,13.7
107,1/9/2022,19:00,OL44,6.76,0.82,21.4,20.7,29.4,1,186.2,0,0.02,4.62,11.2,0,18,19.1,103,1065,13.65
108,1/9/2022,20:00,OL44,6.73,0.45,21.4,19.2,29.3,1,186.2,0,0.01,4.26,8.39,0,18,17.68,16.49,1065,13.65
109,1/9/2022,21:00,OL44,6.72,0.29,21.4,17.2,29.2,1,186.2,0,0.02,4.07,7.33,0,19,16.87,93.3,1066,13.6
110,1/9/2022,22:00,OL44,6.71,0.01,21.5,16.3,29.1,1,187.1,0,0.02,3.87,5.86,0,17,16.04,199.3,1066,13.6
111,1/9/2022,23:00,OL44,6.7,0.06,21.5,16,29,1,187.1,0,0.02,3.86,5.04,0,18,15.99,8.37,1066,13.55
112,1/10/2022,0:00,OL44,6.69,0.13,21.5,14.8,28.9,1,187.1,0,0.02,3.81,4.21,0,19,15.79,2.76,1067,13.55
113,1/10/2022,1:00,OL44,6.66,0,21.6,16.9,28.8,1,187.9,0,0.02,4.13,6.53,0,18,17.1,293,1067,13.5
114,1/10/2022,2:00,OL44,6.65,0,21.7,17.4,28.7,1,188.8,0,0.02,4.33,6.93,0,18,17.89,4.02,1067,13.5
115,1/10/2022,3:00,OL44,6.63,0,21.6,17.1,28.6,1,187.9,0,0.02,4.52,5.49,0,18,18.66,2.75,1068,13.45
116,1/10/2022,4:00,OL44,6.63,0,21.7,18.4,28.6,1,188.8,0,0.02,4.99,7.01,0,18,20.69,9.36,1068,13.45
117,1/10/2022,5:00,OL44,6.67,0,21.9,18.2,28.6,1,190.5,0,0.03,5.04,7.6,0,18,20.9,26.6,1068,13.39
118,1/10/2022,6:00,OL44,6.75,0,21.7,19,28.5,1,188.8,0,0.03,4.29,6.91,0,18,17.76,56.7,1069,13.39
119,1/10/2022,7:00,OL44,6.82,0,21.5,17.5,28.4,1,187.1,0,0.04,3.97,7.53,0,18,16.46,129.1,1069,13.55
120,1/10/2022,8:00,OL44,6.85,0,21.1,18.4,28.3,1,183.6,0,0.04,3.81,8.5,0,18,15.77,129,1069,13.7
121,1/10/2022,9:00,OL44,6.88,0.22,20.8,17.1,28.4,1,181,0,0.04,3.73,7.3,0,17,15.45,43.5,1070,13.7
122,1/10/2022,10:00,OL44,6.89,0.19,20.4,18.6,28.5,1,177.5,0,0.04,3.53,6.52,0,17,14.61,12.78,1070,13.7
123,1/10/2022,11:00,OL44,6.92,0.54,20.2,17.7,28.8,1,175.7,0,0.03,3.49,7.4,0,18,14.47,15.21,1070,13.7
124,1/10/2022,12:00,OL44,6.92,0.67,19.8,19.4,29,0,172.3,0,0.03,3.59,8.11,0,17,14.88,4.45,1071,13.7
125,1/10/2022,13:00,OL44,6.86,0.6,19.2,17.2,29.4,0,167,0,0.02,4.19,8.94,0,17,17.35,4.13,1071,13.7
126,1/10/2022,14:00,OL44,6.74,0.42,19.7,21,29.5,0,171.4,0,0.02,5.66,10.69,0,17,23.53,4.65,1071,13.7
127,1/10/2022,15:00,OL44,6.61,0.17,20.6,23.6,29.6,1,179.2,0,0.02,6.86,13.3,0,18,28.63,7.17,1072,13.7
128,1/10/2022,16:00,OL44,6.52,0.11,21.3,25.7,29.7,1,185.3,0,0.01,7.11,14.96,0,17,29.68,24.8,1072,13.7
129,1/10/2022,17:00,OL44,6.48,0,22.1,28.2,29.6,1,192.3,0,0.01,6.98,14.89,0,18,29.16,85.6,1072,13.7
130,1/10/2022,18:00,OL44,6.47,0,22.7,25.7,29.4,1,197.5,0,0.01,6.75,13.35,0,18,28.14,11.05,1073,13.65
131,1/10/2022,19:00,OL44,6.47,0,23.9,23.1,29.3,1,207.9,0,0.01,6.41,11.46,0,18,26.73,22.1,1073,13.65
132,1/10/2022,20:00,OL44,6.49,0,24,20.8,29.1,1,208.8,0,0.01,5.78,8.97,0,18,24.04,6.64,1073,13.6
133,1/10/2022,21:00,OL44,6.51,0,24,20.7,29.1,1,208.8,0,0.02,5.67,9.08,0,18,23.55,129.7,1074,13.6
134,1/10/2022,22:00,OL44,6.52,0.11,24.1,21.2,29,1,209.7,0,0.02,5.77,9.09,0,16,24.01,12.91,1074,13.55
135,1/10/2022,23:00,OL44,6.5,0.14,24.6,23.9,28.8,1,214,0,0.02,6.26,15.2,0,18,26.08,97.2,1074,13.55
136,1/11/2022,0:00,OL44,6.51,0.05,24.3,24.6,28.7,1,211.4,0,0.02,6.44,9.6,0,14,26.84,8.16,1075,13.5
137,1/11/2022,1:00,OL44,6.49,0.12,23.5,29.6,28.4,1,204.5,0,0.02,7.32,21.03,0,16,30.6,26,1075,13.5
138,1/11/2022,2:00,OL44,6.55,0.06,23.2,27.5,28.3,1,201.8,0,0.02,6.85,16.02,0,16,28.58,10.37,1075,13.45
139,1/11/2022,3:00,OL44,6.62,0.08,22.9,27.5,28.2,1,199.2,0,0.02,6.69,16.36,0,17,27.9,10.37,1076,13.45
140,1/11/2022,4:00,OL44,6.72,0.06,22.7,25.8,28,1,197.5,0,0.03,6,15.96,0,17,24.96,11.36,1076,13.39
141,1/11/2022,5:00,OL44,6.8,0.07,22.5,26.2,27.9,1,195.8,0,0.05,5.63,14.79,0,16,23.38,16.32,1076,13.39
142,1/11/2022,6:00,OL44,6.84,0.06,22.9,26.7,27.7,1,199.2,0,0.07,5.89,15.31,0,14,24.49,8.11,1077,13.39
143,1/11/2022,7:00,OL44,6.84,0.05,23.2,25.8,27.6,1,201.8,0,0.07,5.4,12.64,0,16,22.41,41.8,1077,13.7
144,1/11/2022,8:00,OL44,6.79,0,22.6,24.6,27.7,1,196.6,0,0.06,4.64,11.14,0,17,19.18,22.5,1077,13.7
145,1/11/2022,9:00,OL44,6.79,0,21.9,24.4,27.9,1,190.5,0,0.05,4.22,10.81,0,18,17.51,84.2,1078,13.7
146,1/11/2022,10:00,OL44,6.79,0,21.5,23.6,28.2,1,187.1,0,0.04,3.98,8.17,0,17,16.5,11.13,1078,13.7
147,1/11/2022,11:00,OL44,6.77,0.23,21.7,24.4,28.4,1,188.8,0,0.03,3.99,7.64,0,18,16.52,27.9,1078,13.7
148,1/11/2022,12:00,OL44,6.72,0,22.5,24.6,28.7,1,195.8,0,0.03,4.23,8.67,0,19,17.53,4.06,1079,13.7
149,1/11/2022,13:00,OL44,6.72,0.1,22.5,24.8,29.1,1,195.8,0,0.03,4.69,8.46,0,18,19.4,4.09,1079,13.7
150,1/11/2022,14:00,OL44,6.75,0,23.1,31.1,29.5,1,201,0,0.03,6.04,24.04,0,17,25.16,4.03,1079,13.7
151,1/11/2022,15:00,OL44,6.79,0,24,26.2,29.7,1,208.8,0,0.03,5.48,18.55,0,18,22.76,4.44,1080,13.7
152,1/11/2022,16:00,OL44,6.78,0.09,23.4,24,29.6,1,203.6,0,0.03,5.07,12.21,0,18,21.01,4.38,1080,13.7
153,1/11/2022,17:00,OL44,6.78,0.09,22.5,27,29.2,1,195.8,0,0.03,5.42,22.33,0,16,22.53,4.23,1080,13.7
154,1/11/2022,18:00,OL44,6.77,0.09,21.8,29.2,29,1,189.7,0,0.03,4.94,20.48,0,17,20.48,4.09,1081,13.65
155,1/11/2022,19:00,OL44,6.78,0.09,21.6,31.2,28.7,1,187.9,0,0.03,5.2,24.36,0,16,21.59,3.96,1081,13.6
156,1/11/2022,20:00,OL44,6.78,0.07,21.9,27.1,28.6,1,190.5,0,0.04,4.5,13.36,0,18,18.58,4.02,1081,13.6
157,1/11/2022,21:00,OL44,6.81,0.07,21.5,28.1,28.5,1,187.1,0,0.04,4.51,13.69,0,16,18.66,4.06,1082,13.55
158,1/11/2022,22:00,OL44,6.84,0.11,21.4,34.5,28.4,1,186.2,0,0.04,5.99,30.72,0,14,24.92,4.37,1082,13.55
159,1/11/2022,23:00,OL44,6.85,0.07,22,45.7,28,1,191.4,0,0.06,8.12,56.6,0,16,33.99,4.22,1082,13.55
160,1/12/2022,0:00,OL44,6.86,0.06,22.6,34.8,27.9,1,196.6,0,0.06,6.8,31.22,0,17,28.39,4.07,1083,13.5
161,1/12/2022,1:00,OL44,6.85,0.07,22.8,30.1,27.8,1,198.4,0,0.05,5.83,19.65,0,17,24.24,4.11,1083,13.5
162,1/12/2022,2:00,OL44,6.83,0.07,22.3,27.4,27.8,1,194,0,0.04,4.99,11.19,0,18,20.67,3.76,1083,13.45
163,1/12/2022,3:00,OL44,6.8,0.09,21.6,27.1,27.8,1,187.9,0,0.04,4.43,8.34,0,17,18.31,4.09,1084,13.39
164,1/12/2022,4:00,OL44,6.78,0.07,21.2,26.2,27.8,1,184.4,0,0.03,4.27,6.5,0,17,17.71,3.92,1084,13.39
165,1/12/2022,5:00,OL44,6.77,0.06,20.9,27.4,27.8,1,181.8,0,0.03,4.25,9.69,0,17,17.61,3.97,1084,13.39
166,1/12/2022,6:00,OL44,6.75,0.06,20.6,28.3,27.8,1,179.2,0,0.03,4.55,9.5,0,17,18.81,3.71,1085,13.39
167,1/12/2022,7:00,OL44,6.77,0,20.5,28.9,27.8,1,178.4,0,0.03,4.91,9.87,0,18,20.32,5.12,1085,13.7
168,1/12/2022,8:00,OL44,6.77,0,20.6,29.8,27.8,1,179.2,0,0.04,5.29,10.34,0,19,21.95,5.51,1085,13.7
169,1/12/2022,9:00,OL44,6.79,0,21,33.3,27.9,1,182.7,0,0.04,5.86,20.81,0,17,24.38,5.59,1086,13.7
170,1/12/2022,10:00,OL44,6.8,0,21.7,39.1,28.3,1,188.8,0,0.05,6.22,31.77,0,19,25.89,5.66,1086,13.7
171,1/12/2022,11:00,OL44,6.83,0,22,33.2,28.6,1,191.4,0,0.05,5.73,23.87,0,18,23.83,58.9,1086,13.7
172,1/12/2022,12:00,OL44,6.88,0,22.3,28.7,28.8,1,194,0,0.04,4.71,10.4,0,18,19.49,6.05,1087,13.7
173,1/12/2022,13:00,OL44,6.91,0,22.2,27.6,29,1,193.1,0,0.04,4.24,6.93,0,16,17.56,6.08,1087,13.7
174,1/12/2022,14:00,OL44,6.91,0,22.1,27.1,29.2,1,192.3,0,0.04,4.3,8.67,0,19,17.8,13.46,1087,13.7
175,1/12/2022,15:00,OL44,6.87,0,22.3,28.2,29.2,1,194,0,0.03,4.6,11.09,0,19,19.04,2.84,1088,13.7
176,1/12/2022,16:00,OL44,6.85,0,23.1,28.8,29.1,1,201,0,0.04,4.84,14.85,0,19,20.03,37.7,1088,13.7
177,1/12/2022,17:00,OL44,6.83,0,25,31.8,29.1,1,217.5,0,0.04,5.69,19.93,0,18,23.64,10.49,1088,13.7
178,1/12/2022,18:00,OL44,6.84,0.06,25,35,28.8,1,217.5,0,0.04,5.4,19.51,0,17,22.41,6.54,1089,13.65
179,1/12/2022,19:00,OL44,6.83,0.06,24.6,39.3,28.4,1,214,0,0.04,5.55,20.81,0,16,23.08,10.93,1089,13.65
180,1/12/2022,20:00,OL44,6.8,0.06,25,41.4,28.3,1,217.5,0,0.04,5.47,14.52,0,17,22.71,28.5,1089,13.6
181,1/12/2022,21:00,OL44,6.82,0.07,25,48,28.3,1,217.5,0,0.05,6.21,22.37,0,18,25.87,7.42,1090,13.6
182,1/12/2022,22:00,OL44,6.86,0.07,23.5,72,28.2,1,204.5,0,0.07,9.26,60.51,0,19,38.82,7.66,1090,13.55
183,1/12/2022,23:00,OL44,6.87,0.09,22.3,94.6,28,1,194,0,0.07,10.44,82.57,0,18,43.84,53,1090,13.55
184,1/13/2022,0:00,OL44,6.86,0.22,20.5,117.8,27.7,1,178.4,0,0.05,11.08,87.18,0,19,46.59,5.01,1091,13.55
185,1/13/2022,1:00,OL44,6.82,0.32,19,136.4,27.7,0,165.3,0,0.04,11.83,97.24,0,19,49.73,12.11,1091,13.5
186,1/13/2022,2:00,OL44,6.8,0.34,18.5,146.8,27.6,0,161,0,0.03,9.67,68.8,0,19,40.58,17.34,1091,13.45
